State,Congressional District,Active Loans,Average Borrower Gross Income,Very Low Income,Low Income,Moderate Income,Average Debt Ratio,"American Indian/
Alaskan Native",Asian,"Black/
African-America",Hawaiian/Pacific Islander,White,Hispanic,Married,Average No of Depend,Average Hshld Size,First Time Home Buyer,Average Borrower Age,Disability,PUD,Condo,Coop,Unknown  HSG Proj Type,Detached Structure,Attached Structure,Unknown Stucture,Manufactured Homes,Average Living Area (Square Ft),Average Request Amount,Average Loan Amount,Average LTV,Average Appraised Value
AK,00,"2,926","72,337.58",131,954,"1,674",0,187,132,19,24,"2,578",118,"1,456",0.9,2.3,"2,325",37,10,151,89,3,"2,683","2,405",124,397,0,"1,314","194,095.12","188,640.94",0.98,"194,897.50"
AL,01,"3,543","52,733.67",43,347,"3,110",0,19,17,481,9,"3,023",90,"1,562",0.7,2.2,"3,076",37,18,727,7,6,"2,803","3,427",16,100,2,"1,644","126,428.67","125,783.28",0.99,"127,057.33"
AL,02,"2,922","50,266.44",69,368,"2,449",0,9,13,447,5,"2,459",67,"1,274",0.8,2.2,"2,449",37,15,145,0,0,"2,777","2,754",58,110,0,"1,559","115,463.04","114,710.70",0.98,"117,104.11"
AL,03,"3,496","50,301.94",79,441,"2,942",0,4,4,534,10,"2,952",48,"1,526",0.7,2.1,"2,946",37,22,452,1,1,"3,042","3,336",33,127,0,"1,556","117,638.11","117,095.52",0.98,"119,519.66"
AL,04,"4,699","48,225.72",152,683,"3,789",0,12,23,137,4,"4,525",164,"2,309",0.7,2.1,"3,786",37,30,116,1,1,"4,581","4,417",32,250,0,"1,543","105,005.81","104,266.75",0.98,"106,572.83"
AL,05,"5,689","51,169.88",226,987,"4,328",0,22,31,923,11,"4,715",113,"2,470",0.6,2,"4,473",37,35,670,0,2,"5,017","5,352",20,317,0,"1,634","124,417.89","123,088.99",0.99,"124,698.76"
AL,06,"3,089","51,401.42",43,339,"2,694",0,7,10,521,3,"2,554",49,"1,238",0.6,2.1,"2,631",37,16,916,0,2,"2,171","2,957",85,47,0,"1,522","126,391.64","126,199.54",0.99,"127,522.36"
AL,07,"1,662","52,095.04",23,138,"1,493",0,0,3,584,0,"1,075",21,563,0.7,2,"1,481",37,10,370,0,0,"1,292","1,619",21,22,0,"1,643","133,849.86","133,469.65",0.99,"135,197.01"
AL,14,1,"56,784.00",0,0,1,0,0,0,0,0,1,0,1,0,1,1,38,0,0,0,0,1,1,0,0,0,"1,236","134,464.00","134,464.00",1.01,"133,000.00"
AR,01,"8,427","46,224.40",261,"1,314","6,679",0,17,21,829,11,"7,544",118,"4,017",0.8,2.2,"6,692",38,88,141,0,5,"8,281","7,492",224,711,0,"1,483","95,931.72","95,124.99",0.98,"97,768.51"
AR,02,"5,576","50,323.15",148,949,"4,440",0,12,24,645,12,"4,906",123,"2,633",0.8,2.2,"4,478",37,34,453,4,5,"5,114","5,271",167,138,0,"1,503","120,272.98","119,969.45",0.99,"120,980.60"
AR,03,"8,524","47,661.36",417,"1,835","6,071",0,69,85,93,19,"8,274",671,"4,272",0.7,2.3,"6,824",38,45,872,1,1,"7,650","7,702",244,578,0,"1,466","110,003.14","108,918.05",0.98,"111,554.77"
AR,04,"5,905","45,924.00",261,"1,317","4,247",0,25,29,505,5,"5,335",363,"2,995",0.8,2.3,"4,629",39,63,229,1,2,"5,673","5,191",296,418,0,"1,531","95,474.07","94,926.88",0.98,"97,808.36"
AZ,01,"4,320","52,025.17",325,"1,287","2,643",0,84,52,155,17,"4,011","1,177","1,944",1.1,2.6,"3,630",40,45,"1,917",4,2,"2,397","4,184",33,103,6,"1,784","130,462.22","129,533.42",0.99,"131,029.50"
AZ,02,"1,593","54,078.64",101,478,"1,010",0,15,12,30,9,"1,537",658,758,1.2,2.7,"1,312",39,13,961,2,0,630,"1,545",39,9,0,"1,749","147,689.56","147,500.58",1.00,"146,567.91"
AZ,03,"3,901","46,095.97",472,"1,458","1,947",0,34,28,114,8,"3,720","2,858","2,022",1.3,2.9,"3,557",39,18,"1,705",2,1,"2,193","3,846",20,35,1,"1,638","124,232.60","123,970.54",0.99,"124,111.40"
AZ,04,"5,137","50,390.51",392,"1,720","2,831",0,48,80,106,17,"4,879",934,"2,360",0.9,2.5,"4,189",41,62,"2,349",4,1,"2,783","4,826",31,280,0,"1,711","133,487.99","131,258.71",1.00,"133,846.04"
AZ,05,389,"68,125.97",3,76,309,0,4,6,8,3,368,64,234,1.6,3.3,310,39,1,337,0,0,52,388,0,1,0,"2,199","216,996.38","216,882.09",1.00,"216,842.29"
AZ,06,4,"43,824.00",0,3,1,0,0,0,1,0,3,2,1,1.5,3,4,35,0,3,0,0,1,4,0,0,0,"1,695","150,473.50","150,473.50",0.98,"152,500.00"
AZ,07,11,"39,689.33",1,4,4,0,0,2,0,0,9,7,4,0.6,1.7,8,39,0,5,0,0,6,9,0,2,0,"1,662","113,832.44","102,122.00",1.00,"113,101.89"
AZ,08,331,"55,568.62",9,132,185,0,2,3,17,2,308,81,146,1.1,2.7,277,41,0,217,0,0,114,323,2,6,0,"1,962","166,552.44","165,635.93",0.99,"166,215.48"
AZ,09,3,"43,353.33",0,2,1,0,0,0,0,0,3,0,1,0,1.3,2,56,0,1,0,0,2,3,0,0,0,"2,033","105,817.00","105,817.00",0.99,"107,333.33"
CA,01,"2,866","54,661.76",129,698,"2,031",0,34,20,11,5,"2,807",350,"1,397",1,2.6,"2,563",40,34,150,3,2,"2,711","2,817",27,22,0,"1,385","157,575.57","157,464.32",0.99,"157,100.64"
CA,02,813,"59,766.17",18,117,673,0,11,10,7,2,784,106,409,1,2.6,726,40,7,17,2,0,794,790,12,11,0,"1,369","204,341.60","203,995.36",0.99,"204,761.24"
CA,03,"1,214","56,672.71",48,282,877,0,11,21,17,6,"1,166",448,631,1.1,2.8,"1,116",40,8,23,1,0,"1,190","1,189",14,11,0,"1,512","168,187.16","167,886.08",1.00,"166,866.52"
CA,04,"2,159","61,291.24",61,475,"1,611",0,23,39,15,9,"2,079",182,"1,039",1,2.5,"1,906",41,23,365,25,0,"1,769","2,068",70,21,1,"1,507","196,605.18","196,186.23",0.99,"197,927.76"
CA,05,159,"55,442.27",2,32,125,0,0,2,1,1,156,29,63,1,2.5,146,41,1,59,1,0,99,157,2,0,0,"1,422","162,039.04","162,038.89",0.98,"161,559.57"
CA,06,3,"77,088.00",0,1,2,0,0,0,0,0,3,0,1,1.7,3,3,43,0,0,0,0,3,3,0,0,0,"2,032","309,020.00","309,020.00",1.01,"305,000.00"
CA,07,22,"74,606.78",0,2,16,0,0,1,0,1,20,2,12,1.3,2.5,18,40,0,4,0,0,18,17,1,4,0,"1,435","239,425.56","217,219.14",0.93,"230,111.11"
CA,08,"2,426","48,603.01",338,622,"1,457",0,22,42,106,17,"2,245",507,"1,059",1,2.5,"2,225",42,35,27,2,0,"2,397","2,378",14,34,0,"1,459","130,151.28","130,170.56",0.98,"129,435.98"
CA,09,438,"67,770.04",6,85,330,0,5,27,24,7,375,160,231,1.4,3,380,40,2,39,8,0,391,412,8,18,0,"1,750","221,250.41","218,218.67",1.00,"219,635.84"
CA,10,748,"57,819.97",25,152,559,0,8,17,13,8,703,291,397,1.3,2.9,685,39,3,27,5,0,716,725,11,12,0,"1,605","180,354.54","179,265.60",0.99,"179,585.52"
CA,11,4,"67,320.00",0,1,2,0,0,1,0,0,3,1,2,1,2,3,44,0,1,0,0,3,3,0,1,0,"1,198","262,664.00","216,194.91",1.02,"256,666.67"
CA,14,3,"127,864.00",0,0,3,0,0,0,0,1,2,0,2,1.3,3,3,46,0,1,0,0,2,2,1,0,0,"1,417","449,527.67","449,527.67",0.97,"471,666.67"
CA,16,"1,076","49,702.08",95,320,657,0,19,23,11,3,"1,021",727,603,1.4,3,"1,001",40,4,35,1,1,"1,039","1,065",6,5,0,"1,541","141,758.46","141,632.07",0.99,"142,884.62"
CA,17,3,"73,308.00",0,2,1,0,0,0,0,0,3,1,1,0.7,2,2,48,0,0,0,0,3,3,0,0,0,"1,202","280,570.00","280,570.00",1.01,"276,666.67"
CA,18,70,"88,368.53",2,5,63,0,0,2,2,0,66,3,40,0.7,2.4,53,43,0,6,6,0,58,63,7,0,0,"1,180","321,726.37","321,852.96",0.98,"320,306.30"
CA,19,2,"87,606.00",0,0,2,0,0,0,0,0,2,1,1,1.5,5,2,38,0,1,0,0,1,2,0,0,0,"1,741","213,264.50","213,264.50",0.99,"216,500.00"
CA,20,"1,657","64,166.15",74,453,"1,101",0,20,35,8,7,"1,578","1,377",999,1.7,3.6,"1,512",42,4,79,7,0,"1,571","1,560",46,51,0,"1,461","227,565.55","225,971.79",0.97,"232,832.57"
CA,21,"2,630","51,409.61",175,756,"1,680",0,34,39,25,11,"2,531","2,001","1,367",1.5,3.1,"2,491",38,8,60,22,1,"2,547","2,556",41,33,0,"1,523","154,206.48","153,937.79",0.98,"155,662.36"
CA,22,"1,437","47,891.39",139,519,775,0,24,24,3,7,"1,384","1,168",730,1.5,3.3,"1,377",38,2,61,2,0,"1,374","1,419",10,8,0,"1,490","143,038.21","143,022.23",0.98,"145,731.86"
CA,23,853,"54,192.76",48,209,588,0,5,6,25,2,817,202,422,1.1,2.6,752,40,10,42,3,1,807,836,7,10,0,"1,543","144,852.49","144,294.53",0.99,"145,071.39"
CA,24,893,"69,938.48",25,181,679,0,13,3,11,5,866,190,481,1.1,2.7,777,40,4,124,61,0,708,807,78,8,0,"1,408","265,794.51","264,607.62",1.00,"264,909.97"
CA,25,162,"60,045.61",26,41,90,0,1,5,4,0,153,69,71,1,2.5,142,43,0,2,1,0,159,156,1,5,0,"1,483","161,764.38","159,022.37",1.00,"160,304.11"
CA,26,80,"82,163.75",1,11,68,0,4,1,0,1,74,33,52,1.2,3,73,40,0,15,5,0,60,70,10,0,0,"1,464","301,184.28","301,512.98",1.00,"303,245.54"
CA,36,924,"49,419.49",96,265,529,0,23,40,20,3,837,595,463,1.3,3,840,40,3,66,3,0,855,878,5,41,0,"1,650","142,815.37","140,547.89",0.99,"143,168.77"
CA,41,25,"61,501.08",1,3,9,0,0,5,7,0,13,8,14,0.8,1.6,13,44,0,3,2,0,20,12,1,12,0,"1,674","201,885.15","148,272.23",1.01,"201,015.38"
CA,42,651,"66,192.77",5,104,521,0,8,21,39,7,587,188,383,1.4,3,575,41,2,251,29,0,371,614,16,21,0,"1,969","226,319.69","222,544.79",1.00,"224,356.61"
CA,45,2,"89,784.00",0,0,2,0,0,0,0,0,2,1,1,1.5,3.5,2,42,0,0,0,0,2,2,0,0,0,"1,665","396,061.00","396,061.00",1.00,"397,500.00"
CA,49,4,"68,274.00",0,1,3,0,0,0,1,1,2,2,2,1,2.8,4,35,0,0,1,0,3,4,0,0,0,"1,714","237,387.00","237,387.00",1.02,"232,250.00"
CA,50,250,"77,656.85",6,29,212,0,5,2,2,1,241,50,138,1.2,2.9,217,42,1,55,30,0,165,218,29,3,0,"1,538","274,554.32","272,896.46",0.98,"273,999.64"
CA,51,"1,415","54,100.25",81,348,973,0,42,19,13,2,"1,340","1,174",808,1.5,3.1,"1,309",39,2,25,18,1,"1,371","1,374",17,24,0,"1,585","155,505.95","154,999.43",1.00,"154,889.62"
CO,02,955,"68,257.19",13,120,817,0,5,5,3,1,943,68,492,0.8,2.5,746,39,3,337,117,0,501,785,164,6,0,"1,379","219,775.83","219,300.11",1.00,"219,927.33"
CO,03,"4,029","58,435.35",125,743,"3,109",0,23,30,12,4,"3,958",496,"2,026",0.9,2.5,"3,160",38,16,"1,213",261,2,"2,553","3,315",558,156,1,"1,413","179,182.30","177,846.16",0.98,"182,492.92"
CO,04,"3,387","55,174.18",146,701,"2,399",0,18,43,11,7,"3,260",574,"1,754",1,2.5,"2,674",38,10,790,4,5,"2,588","2,951",84,352,5,"1,421","155,480.14","151,539.56",0.99,"154,884.52"
CO,05,861,"53,932.22",49,188,614,0,4,4,3,1,852,35,437,1,2.5,684,41,9,85,3,0,773,817,17,27,0,"1,371","152,826.81","152,154.90",0.99,"154,090.72"
CO,06,89,"73,091.41",0,11,64,0,0,4,0,0,83,20,64,1.3,2.8,58,39,0,29,4,0,56,67,5,17,0,"1,578","229,709.09","209,917.33",1.01,"227,995.64"
CO,07,4,"57,580.00",0,2,2,0,0,0,0,0,4,0,2,1,2.8,4,33,0,2,0,0,2,4,0,0,0,"1,508","188,812.25","188,812.25",1.02,"184,925.00"
CT,01,249,"71,520.09",2,42,204,0,0,3,2,1,242,16,106,0.7,2.3,211,38,2,7,17,0,225,229,18,2,0,"1,486","184,197.42","183,722.45",0.99,"185,930.74"
CT,02,"3,522","66,659.66",51,539,"2,922",0,4,27,41,5,"3,449",133,"1,323",0.7,2.1,"3,031",37,3,22,131,2,"3,367","3,230",160,132,0,"1,338","175,785.91","175,652.16",0.97,"176,102.29"
CT,03,218,"71,428.89",1,29,188,0,2,2,9,0,206,18,75,0.7,2.2,185,37,0,0,19,0,199,193,21,4,0,"1,316","204,886.22","205,428.06",0.97,"204,690.43"
CT,04,15,"87,137.87",0,1,14,0,0,0,1,0,14,0,7,1.1,2.9,15,43,0,0,2,0,13,13,2,0,0,"1,448","247,267.87","247,267.87",1.00,"247,200.00"
CT,05,497,"75,719.56",2,46,445,0,2,3,9,0,485,26,213,0.8,2.4,425,38,0,6,50,0,441,447,46,4,0,"1,411","202,085.01","201,384.18",0.97,"203,521.31"
DE,00,"4,163","58,258.80",143,895,"3,086",0,14,50,672,12,"3,433",194,"1,420",0.7,2.2,"3,591",37,15,"1,119",115,1,"2,928","3,376",667,120,12,"1,661","187,475.92","186,659.05",0.99,"188,368.91"
DE,01,4,"56,961.50",0,0,4,0,0,0,1,0,3,0,2,0.3,1.3,3,26,0,0,0,0,4,3,0,1,0,"1,707","166,374.00","166,374.00",1.01,"164,525.00"
FL,01,"4,506","50,638.63",207,972,"3,234",0,15,43,238,14,"4,208",124,"2,009",0.7,2.1,"3,654",38,33,832,3,0,"3,671","4,001",170,335,0,"1,549","131,019.80","129,852.70",0.98,"133,280.18"
FL,02,"3,378","50,467.68",34,411,"2,882",0,14,26,489,13,"2,858",112,"1,502",0.7,2,"2,661",39,16,527,10,0,"2,841","3,035",104,239,0,"1,465","129,139.68","128,358.75",0.96,"131,516.23"
FL,03,"3,021","51,824.69",56,500,"2,414",0,9,20,319,9,"2,673",196,"1,391",0.8,2.3,"2,550",39,21,794,14,1,"2,212","2,804",88,129,0,"1,617","125,422.10","124,399.09",0.97,"129,058.89"
FL,04,784,"56,435.33",11,114,653,0,4,3,31,0,746,26,355,0.9,2.4,658,38,4,370,1,0,413,768,7,9,0,"1,661","147,427.45","146,989.46",0.98,"150,337.80"
FL,05,507,"54,184.48",10,68,409,0,0,13,77,0,420,54,225,0.8,2.3,404,40,7,198,0,0,309,433,31,43,0,"1,758","141,480.77","138,688.69",0.97,"143,630.99"
FL,06,"2,215","54,352.86",128,345,"1,737",0,8,44,126,4,"2,045",178,"1,054",0.8,2.4,"1,883",42,17,774,73,0,"1,368","2,009",190,16,0,"1,734","143,407.11","143,351.02",0.98,"143,769.21"
FL,07,525,"51,040.35",59,88,364,0,1,9,33,0,482,84,212,0.8,2.3,452,40,5,123,1,0,401,496,12,17,0,"1,609","124,225.87","122,910.01",0.97,"125,919.31"
FL,08,437,"50,482.39",14,94,327,0,0,4,23,0,410,41,196,0.8,2.4,379,40,3,64,0,0,373,401,32,4,0,"1,591","121,772.98","121,547.25",0.98,"123,568.91"
FL,09,"3,029","53,584.94",67,472,"2,415",0,12,49,358,20,"2,573","1,384","1,547",0.9,2.5,"2,566",42,28,"1,956",11,0,"1,062","2,725",107,197,0,"1,819","145,359.45","143,658.17",0.99,"146,819.14"
FL,10,"4,018","52,695.83",76,580,"3,288",0,13,62,458,19,"3,469",654,"1,800",0.8,2.2,"3,394",40,25,"1,992",60,0,"1,966","3,560",262,196,0,"1,730","139,524.03","138,371.57",0.98,"140,712.33"
FL,11,"4,865","45,856.90",242,"1,054","3,510",0,15,28,321,19,"4,479",569,"2,005",0.7,2.2,"4,216",42,51,628,10,1,"4,226","4,582",107,176,0,"1,609","101,532.25","101,071.53",0.98,"103,826.80"
FL,12,"1,525","56,744.37",20,166,"1,336",0,2,18,162,5,"1,342",290,711,0.9,2.4,"1,312",39,6,944,7,0,574,"1,397",119,9,0,"1,756","149,868.64","149,840.80",0.99,"150,211.00"
FL,13,5,"69,193.60",0,0,5,0,0,0,0,0,5,0,2,0.6,2.8,4,39,0,4,0,0,1,5,0,0,0,"1,833","174,215.20","174,215.20",0.98,"175,620.00"
FL,14,575,"58,053.45",6,59,510,0,2,5,165,1,401,109,251,1,2.5,502,41,1,443,0,0,132,551,22,2,0,"1,942","156,838.84","157,160.16",1.00,"156,754.55"
FL,15,"2,502","54,289.29",31,287,"2,160",0,6,28,298,5,"2,168",449,"1,157",0.9,2.4,"2,185",39,15,"1,227",3,0,"1,272","2,275",99,128,0,"1,672","141,773.81","141,341.17",0.99,"143,517.18"
FL,16,"1,084","54,619.55",35,187,854,0,4,9,84,1,984,147,517,0.8,2.4,928,41,5,533,9,0,542,999,30,55,0,"1,656","145,406.29","144,793.19",0.99,"146,923.85"
FL,17,"3,376","50,505.71",86,613,"2,589",0,9,51,426,25,"2,851",740,"1,559",0.8,2.3,"2,923",40,14,"1,139",6,0,"2,231","3,040",130,206,0,"1,622","116,990.40","115,702.79",0.98,"118,715.82"
FL,18,276,"53,179.32",5,36,231,0,1,2,19,0,254,26,116,0.8,2.2,228,42,1,84,14,0,178,208,59,9,0,"1,509","136,019.43","135,695.98",0.99,"137,630.24"
FL,19,"1,049","45,984.75",74,348,604,0,0,11,154,3,881,369,416,0.8,2.2,922,42,3,196,13,0,840,980,37,32,0,"1,577","111,887.83","111,526.36",0.99,"112,914.01"
FL,20,57,"54,235.57",1,8,43,0,0,3,15,0,40,14,24,0.9,2.1,45,37,0,2,0,0,55,49,1,7,0,"1,402","105,569.00","100,361.19",0.99,"107,329.81"
FL,25,"1,149","53,431.24",81,343,714,0,2,11,92,4,"1,041",595,560,0.8,2.5,"1,028",42,1,216,15,0,918,"1,057",70,22,0,"1,533","147,110.24","146,710.81",0.99,"148,012.36"
FL,,4,"54,470.00",0,0,4,0,0,0,0,0,4,0,3,1.5,2.5,4,43,0,0,0,0,4,4,0,0,0,"1,637","123,275.75","123,275.75",0.86,"135,750.00"
GA,01,"2,669","52,985.18",61,529,"2,056",0,5,20,571,6,"2,078",76,"1,089",0.8,2.3,"2,292",37,9,"1,089",1,0,"1,579","2,451",171,47,0,"1,645","132,416.57","132,094.70",0.98,"133,474.36"
GA,02,"1,275","50,275.61",140,253,847,0,4,2,359,3,908,37,560,0.9,2.3,"1,080",38,3,89,2,5,"1,179","1,203",6,66,0,"1,701","109,307.75","107,922.88",0.96,"112,962.19"
GA,03,"3,687","52,618.12",358,"1,105","2,122",0,3,15,490,8,"3,178",69,"1,745",0.9,2.4,"3,160",37,16,478,2,0,"3,207","3,474",28,185,0,"1,704","116,002.13","115,101.14",0.97,"117,761.61"
GA,04,205,"49,225.11",24,55,56,0,0,1,36,0,167,3,96,0.5,1.5,113,38,1,20,0,0,185,102,1,102,0,"1,792","117,021.47","104,877.26",0.97,"117,043.05"
GA,05,5,"58,996.50",1,2,1,0,0,0,3,0,2,0,5,1,2.6,4,38,0,2,0,0,3,4,0,1,0,"2,839","186,711.75","160,970.47",0.99,"188,000.00"
GA,06,5,"49,900.80",0,2,3,1,0,0,0,0,5,1,2,1,2.4,4,39,0,2,0,0,3,5,0,0,0,"1,477","149,463.40","149,463.40",0.82,"118,200.00"
GA,07,31,"58,753.59",2,11,16,0,0,0,4,0,28,2,19,0.9,2.4,23,38,0,15,0,0,16,29,0,2,0,"2,308","169,137.47","163,365.99",1.00,"168,772.07"
GA,08,"2,643","52,029.25",227,496,"1,908",0,4,8,418,3,"2,213",72,"1,272",0.9,2.4,"2,232",38,15,243,2,4,"2,394","2,582",27,34,0,"1,675","117,886.52","117,700.83",0.97,"121,170.35"
GA,09,"5,388","51,806.73",396,"1,526","3,422",0,12,53,214,6,"5,112",331,"2,746",0.9,2.5,"4,547",38,39,"1,045",3,1,"4,339","5,250",36,102,1,"1,658","124,796.99","124,453.67",0.97,"127,270.76"
GA,10,"4,476","51,216.78",470,"1,386","2,490",0,10,60,549,6,"3,856",151,"1,996",0.8,2.3,"3,760",38,27,731,6,4,"3,735","4,139",41,296,0,"1,738","117,825.49","116,774.02",0.98,"118,449.03"
GA,11,"1,301","54,154.39",76,431,765,0,5,1,64,0,"1,232",40,677,0.9,2.4,"1,107",37,11,239,6,0,"1,056","1,239",26,36,0,"1,531","119,824.82","119,076.70",0.97,"122,230.92"
GA,12,"1,837","50,932.32",45,395,"1,367",0,5,6,267,6,"1,557",47,846,0.8,2.3,"1,547",36,9,252,0,1,"1,584","1,722",25,90,0,"1,639","114,848.82","114,079.83",0.97,"117,702.03"
GA,13,490,"53,931.81",61,140,237,0,1,4,155,4,329,25,241,0.9,2.2,377,39,0,171,0,0,319,428,4,58,0,"2,110","130,456.80","125,578.22",0.98,"131,505.14"
GA,14,"4,578","49,333.54",269,"1,347","2,843",0,7,15,153,11,"4,400",264,"2,311",0.8,2.4,"3,900",37,27,210,1,1,"4,366","4,355",24,199,0,"1,483","105,449.64","104,658.57",0.97,"107,976.42"
HI,01,"1,448","93,531.11",28,357,"1,057",0,19,953,19,349,305,98,870,1.1,3.3,"1,236",41,4,324,952,0,172,711,729,8,0,"1,142","374,503.69","373,678.66",1.00,"372,580.10"
