State,Congressional District,Active Loans,Average Borrower Gross Income,Very Low Income,Low Income,Moderate Income,Average Debt Ratio,"American Indian/
MS,03,"4,639","51,087.93",75,635,"3,894",0,6,18,"1,324",2,"3,292",57,"1,951",0.8,2.2,"3,761",38,29,734,8,2,"3,895","4,317",154,168,0,"1,602","129,692.74","129,271.87",0.98,"131,969.94"
MS,04,"4,535","52,710.10",53,457,"4,018",0,10,27,736,11,"3,759",115,"2,061",0.9,2.3,"3,801",38,27,200,2,4,"4,329","4,376",89,70,0,"1,615","121,991.23","122,027.88",0.97,"124,787.61"
MT,00,"8,133","51,959.12",276,"1,652","6,017",0,118,32,17,6,"7,970",133,"4,012",0.8,2.3,"6,262",38,67,498,213,8,"7,414","7,014",436,683,2,"1,305","152,315.31","150,347.29",0.96,"154,581.62"
MT,04,1,"71,760.00",0,0,1,0,0,0,0,0,1,0,0,0,1,0,,0,0,0,0,1,1,0,0,0,"1,647","105,000.00","105,000.00",0.97,"112,000.00"
NC,00,1,"53,244.00",0,0,1,0,0,0,0,0,1,0,1,0,2,1,38,0,0,0,0,1,1,0,0,0,"1,323","105,000.00","105,000.00",1.01,"104,000.00"
NC,01,"1,594","49,573.03",57,283,"1,215",0,10,9,455,1,"1,122",39,628,0.7,2.1,"1,329",39,14,162,4,0,"1,428","1,477",45,72,2,"1,551","118,099.61","116,841.77",0.97,"120,807.43"
NC,02,"4,285","52,482.77",122,825,"3,250",0,22,37,685,17,"3,540",315,"1,884",0.8,2.2,"3,527",38,22,750,8,0,"3,527","4,027",135,123,3,"1,580","136,109.49","134,763.53",0.98,"138,109.63"
NC,03,"3,792","51,800.29",64,529,"3,137",0,8,21,495,9,"3,271",101,"1,639",0.7,2,"3,137",38,20,604,18,3,"3,167","3,384",250,158,10,"1,507","137,327.76","136,295.17",0.97,"139,852.08"
NC,04,790,"56,607.27",26,160,590,0,4,9,265,0,516,45,332,0.8,2.2,660,39,1,318,1,0,471,721,49,20,1,"1,716","154,255.28","152,902.44",0.99,"154,810.15"
NC,05,"3,116","49,850.98",88,692,"2,290",0,7,22,153,6,"2,929",146,"1,468",0.7,2.2,"2,521",38,11,212,12,2,"2,890","2,886",82,148,8,"1,465","124,723.21","124,098.56",0.97,"127,479.91"
NC,06,"3,754","50,478.39",130,804,"2,761",0,13,15,461,6,"3,266",144,"1,660",0.8,2.3,"3,084",38,19,584,3,0,"3,167","3,558",100,96,10,"1,551","125,429.33","124,845.60",0.97,"128,168.77"
NC,07,"6,893","55,412.52",177,"1,277","5,281",0,40,30,811,27,"5,994",313,"2,977",0.7,2.1,"5,316",39,35,"2,434",40,0,"4,419","6,362",277,254,14,"1,582","147,513.60","146,011.27",0.98,"148,297.75"
NC,08,"3,129","50,659.14",107,705,"2,283",0,83,19,333,8,"2,695",114,"1,349",0.8,2.3,"2,617",37,26,539,2,0,"2,588","2,981",48,100,3,"1,609","123,673.61","123,199.03",0.98,"125,708.18"
NC,09,"1,952","54,846.85",29,401,"1,503",0,8,27,240,4,"1,680",123,806,0.8,2.3,"1,615",38,7,841,14,0,"1,097","1,814",102,36,1,"1,839","154,978.34","154,345.22",0.99,"155,632.65"
NC,10,"6,425","48,943.07",233,"1,785","4,336",0,38,101,476,8,"5,805",268,"2,666",0.7,2.2,"5,502",38,32,690,22,2,"5,711","6,015",182,228,5,"1,470","117,881.52","117,372.14",0.98,"120,146.01"
NC,11,"5,058","49,432.10",183,"1,004","3,832",0,23,66,97,8,"4,862",187,"2,418",0.7,2.2,"4,216",39,33,359,109,0,"4,590","4,670",191,197,13,"1,378","130,155.15","129,606.87",0.96,"134,416.16"
NC,12,648,"53,744.41",15,101,519,0,0,4,186,4,460,30,265,0.8,2.2,546,38,3,258,0,0,390,612,12,24,2,"1,806","139,352.02","138,462.76",0.99,"140,270.81"
NC,13,"5,586","60,322.98",155,984,"4,338",0,14,38,"1,109",20,"4,421",312,"2,678",0.8,2.3,"4,314",38,17,"2,143",7,0,"3,436","5,145",287,154,5,"1,742","161,995.77","160,615.30",0.99,"162,298.67"
ND,00,"2,794","53,570.05",118,703,"1,883",0,27,12,10,2,"2,745",31,"1,077",0.7,2.1,"2,304",35,12,15,17,0,"2,762","2,354",158,282,0,"1,265","120,159.27","117,598.66",0.98,"121,898.53"
ND,09,1,"36,480.00",0,1,0,0,0,0,0,0,1,0,1,0,3,0,53,1,0,0,0,1,1,0,0,0,840,"71,938.00","71,938.00",1.02,"70,500.00"
NE,01,"3,120","52,060.05",92,641,"2,290",0,13,10,10,2,"3,065",374,"1,358",0.8,2.1,"2,575",36,14,44,0,0,"3,076","2,790",25,305,0,"1,291","100,027.27","98,662.04",0.97,"103,276.61"
NE,02,137,"61,693.33",5,18,113,0,0,0,0,0,137,4,74,0.9,2.4,102,35,0,14,0,0,123,132,4,1,0,"1,355","148,146.82","147,810.77",1.00,"148,092.65"
NE,03,"5,329","48,337.79",167,"1,224","3,682",0,30,59,13,3,"5,175",517,"2,478",0.8,2.2,"4,459",36,24,8,1,1,"5,319","4,513",28,788,0,"1,311","81,092.30","79,408.28",0.98,"82,842.25"
NH,01,"2,624","67,930.51",2,57,"2,547",0,5,10,15,4,"2,594",40,"1,115",0.5,1.7,"2,161",37,8,48,266,3,"2,307","2,342",230,52,0,"1,410","179,152.13","178,521.19",0.98,"182,073.53"
NH,02,"3,431","63,683.18",4,139,"3,239",0,7,13,19,4,"3,394",22,"1,584",0.5,1.7,"2,894",37,17,28,137,1,"3,265","3,149",132,150,0,"1,402","155,445.93","154,216.45",0.98,"158,532.73"
NJ,01,589,"66,893.68",9,103,454,0,0,3,64,0,528,37,168,0.6,1.9,507,37,2,99,58,0,432,449,116,24,0,"1,563","167,646.31","164,196.01",0.99,"168,152.59"
NJ,02,"3,257","63,909.08",50,611,"2,549",0,5,38,281,7,"2,931",252,"1,122",0.6,1.9,"2,846",38,16,307,341,1,"2,608","2,712",466,79,0,"1,436","165,892.39","164,766.80",0.98,"168,148.74"
NJ,03,"2,105","66,458.10",65,509,"1,507",0,6,20,214,6,"1,865",126,753,0.6,2,"1,797",39,7,204,201,1,"1,699","1,673",402,30,0,"1,415","177,683.34","176,975.64",0.99,"179,509.52"
NJ,04,301,"69,808.86",10,58,227,0,2,3,19,2,276,27,119,0.6,2,247,41,2,33,43,0,225,231,63,7,0,"1,410","207,854.04","205,786.85",0.98,"210,430.93"
NJ,05,590,"70,540.87",14,125,441,0,2,5,20,0,562,26,265,0.7,2.1,495,39,3,64,67,0,459,476,95,19,0,"1,418","186,320.61","185,100.33",0.98,"188,573.52"
NJ,06,5,"77,339.20",0,1,4,0,0,0,0,0,5,0,2,1.2,2.4,4,45,0,0,2,0,3,3,2,0,0,"1,599","265,236.80","265,236.80",0.99,"268,800.00"
NJ,07,359,"73,481.41",5,55,297,0,0,9,17,2,331,25,151,0.7,2.1,295,39,0,14,74,0,271,265,90,4,0,"1,374","210,846.92","209,872.53",0.98,"213,412.74"
NJ,11,204,"75,647.39",3,30,165,0,1,2,10,0,190,18,84,0.6,2,171,37,0,12,17,0,175,177,20,7,0,"1,230","193,060.92","191,254.40",0.98,"194,229.06"
NJ,12,146,"75,407.63",1,17,127,0,0,3,23,0,121,11,56,0.7,2.1,128,40,1,25,56,0,65,67,78,1,0,"1,337","201,983.86","201,372.31",0.99,"203,827.19"
NM,01,167,"49,315.49",14,52,86,0,6,6,2,0,151,81,70,0.8,2.1,123,39,0,79,0,0,88,133,8,26,0,"1,510","140,226.89","135,134.32",0.98,"140,112.65"
NM,02,"1,374","50,514.15",57,308,944,0,32,37,9,2,"1,267",696,588,0.9,2.4,"1,132",38,9,224,3,3,"1,144","1,142",90,142,13,"1,549","124,367.95","121,903.79",0.98,"126,485.15"
NM,03,"1,370","52,199.32",26,162,"1,108",0,120,19,9,6,"1,188",468,578,1,2.4,"1,016",39,7,41,5,0,"1,324",991,114,265,2,"1,464","141,353.54","137,840.45",0.96,"144,970.60"
NV,02,"3,145","61,282.07",158,679,"2,272",0,37,31,17,17,"3,061",424,"1,490",0.9,2.5,"2,647",39,16,797,6,1,"2,341","3,026",72,47,15,"1,528","172,731.50","172,178.61",0.96,"167,341.46"
NV,03,54,"55,391.76",1,12,38,0,0,1,1,0,52,3,30,1,2.7,45,47,1,9,2,0,43,44,5,5,0,"1,534","164,121.55","160,151.69",1.00,"164,352.94"
NV,04,586,"54,914.92",43,151,387,0,3,4,4,3,575,88,320,1.1,2.7,452,42,6,83,5,1,497,536,42,8,0,"1,584","139,123.94","138,895.97",0.95,"134,650.99"
NY,01,19,"89,825.11",0,3,15,0,0,0,2,0,16,1,7,0.4,2.1,17,35,0,0,1,0,18,17,1,1,0,"1,371","298,388.72","285,610.37",0.98,"309,638.89"
NY,05,1,"34,296.00",0,1,0,0,0,0,0,0,1,0,0,0,1,1,,0,0,0,0,1,1,0,0,0,952,"101,020.00","101,020.00",0.92,"110,000.00"
NY,17,2,"86,976.00",0,0,2,0,0,0,0,0,2,1,1,1,2.5,2,36,0,0,0,0,2,2,0,0,0,"1,274","269,936.00","269,936.00",1.02,"263,500.00"
NY,18,394,"74,251.82",1,58,317,0,0,5,17,0,370,37,179,0.9,2.4,337,38,0,11,24,0,359,338,36,20,0,"1,374","190,154.19","186,669.33",0.98,"191,363.49"
NY,19,"2,005","59,120.93",34,451,"1,436",0,6,8,38,2,"1,944",62,829,0.8,2.3,"1,753",38,7,20,5,0,"1,980","1,807",62,136,0,"1,448","136,807.26","134,150.11",0.98,"139,718.36"
NY,20,691,"64,822.82",4,134,539,0,1,4,10,0,676,17,291,0.8,2.3,584,36,0,47,1,0,643,629,43,19,0,"1,467","159,229.69","157,594.15",0.99,"158,434.61"
NY,21,"2,779","54,592.93",42,678,"1,976",0,9,13,13,2,"2,736",18,"1,046",0.7,2.2,"2,408",36,12,13,1,0,"2,765","2,599",43,137,2,"1,418","119,641.63","117,841.91",0.98,"120,458.35"
NY,22,"1,619","51,887.05",22,497,"1,048",0,3,8,7,1,"1,599",12,626,0.9,2.4,"1,402",35,7,3,0,0,"1,616","1,548",8,63,1,"1,456","97,669.57","96,478.16",0.98,"98,775.29"
NY,23,"2,521","49,380.12",32,831,"1,568",0,11,10,20,1,"2,478",30,989,0.8,2.2,"2,177",36,12,4,0,0,"2,517","2,297",5,219,0,"1,520","86,562.88","85,387.12",0.99,"87,088.98"
NY,24,"1,613","52,075.75",36,536,995,0,2,3,20,1,"1,585",26,592,0.8,2.3,"1,331",36,9,10,8,0,"1,595","1,465",30,118,1,"1,481","98,369.43","97,368.73",0.99,"98,902.46"
NY,25,389,"58,407.88",3,99,277,0,0,2,5,1,382,9,179,0.9,2.4,310,36,2,8,10,0,371,354,21,14,0,"1,482","116,909.88","116,084.62",1.00,"116,422.96"
NY,26,66,"55,147.59",1,20,45,0,1,1,1,0,63,0,21,1,2.5,56,38,0,0,0,0,66,63,3,0,0,"1,449","127,907.23","127,950.32",1.01,"126,939.39"
NY,27,"2,346","53,012.29",56,694,"1,524",0,5,11,16,1,"2,314",32,869,0.7,2.2,"1,980",36,14,28,5,0,"2,313","2,183",28,135,0,"1,504","102,612.62","101,501.70",0.99,"103,146.79"
OH,01,"1,069","59,480.35",62,305,677,0,2,2,14,0,"1,054",14,515,0.9,2.4,819,38,3,193,62,0,814,944,74,51,0,"1,508","140,941.04","139,611.88",0.99,"140,734.09"
OH,02,"1,548","51,232.73",144,487,895,0,1,3,9,3,"1,534",7,718,0.9,2.4,"1,297",38,7,92,37,2,"1,417","1,430",46,72,0,"1,428","107,298.49","106,652.67",0.98,"108,182.69"
OH,03,6,"58,343.33",1,2,3,0,0,0,0,0,6,1,3,1.8,3.7,5,38,0,3,0,0,3,4,1,1,0,"1,713","132,235.87","132,235.87",1.01,"131,250.00"
OH,04,"5,752","50,088.51",504,"1,987","3,169",0,9,9,58,4,"5,675",109,"2,277",0.9,2.4,"4,748",37,28,97,30,0,"5,625","5,299",48,405,0,"1,470","99,562.66","98,998.84",0.98,"100,293.57"
OH,05,"3,890","47,991.44",408,"1,395","2,035",0,6,10,19,4,"3,854",135,"1,573",0.9,2.4,"3,226",37,18,9,11,2,"3,868","3,638",27,225,0,"1,494","90,878.79","90,442.25",0.97,"92,042.22"
OH,06,"4,711","46,322.20",405,"1,399","2,812",0,11,6,45,2,"4,655",40,"1,968",0.8,2.3,"3,895",38,25,9,15,0,"4,687","4,261",26,424,0,"1,355","88,559.20","87,923.01",0.98,"89,409.52"
OH,07,"2,950","49,175.78",214,967,"1,697",0,4,6,16,1,"2,928",45,"1,280",0.8,2.4,"2,428",38,7,85,2,0,"2,863","2,764",6,180,0,"1,399","96,963.67","96,143.41",0.98,"97,983.65"
OH,08,"3,733","52,145.08",320,"1,219","2,138",0,7,12,41,3,"3,670",45,"1,595",0.9,2.4,"3,042",37,20,175,17,0,"3,541","3,549",21,163,0,"1,451","110,157.91","109,656.33",0.98,"110,320.17"
OH,09,371,"51,829.70",20,127,221,0,1,1,7,0,363,11,140,0.8,2.4,323,38,2,4,10,0,357,348,12,11,0,"1,414","109,108.87","108,755.51",0.97,"107,655.05"
OH,10,716,"50,143.94",54,231,414,0,1,2,10,2,702,4,328,0.8,2.3,581,37,5,23,2,0,691,665,3,48,0,"1,420","103,652.33","102,783.66",0.98,"104,382.37"
OH,11,1,,0,0,0,,0,0,0,0,1,0,0,0,0,0,,0,0,0,0,1,0,0,1,0,,,"68,500.00",,
OH,12,"1,906","55,546.16",116,590,"1,166",0,5,5,39,1,"1,857",27,937,1,2.6,"1,570",38,10,164,19,0,"1,723","1,807",24,75,0,"1,509","124,965.80","123,929.62",0.98,"124,990.88"
OH,13,585,"51,647.78",40,171,372,0,3,2,10,0,572,6,211,0.8,2.3,511,38,2,25,26,0,534,536,39,10,0,"1,382","103,205.14","103,010.57",0.98,"103,530.36"
OH,14,"1,606","51,362.09",112,557,911,0,1,2,12,1,"1,592",26,688,0.8,2.4,"1,319",40,10,23,36,0,"1,547","1,517",31,58,0,"1,421","112,310.42","111,728.42",0.97,"113,059.69"
OH,15,"2,705","53,244.42",186,869,"1,582",0,3,7,28,2,"2,668",29,"1,187",0.8,2.4,"2,201",38,9,182,60,0,"2,463","2,541",19,145,0,"1,485","115,951.41","114,910.36",0.98,"116,482.57"
OH,16,"1,072","51,127.68",90,356,622,0,0,2,7,0,"1,063",9,510,0.8,2.5,896,38,3,8,4,0,"1,060","1,044",8,20,0,"1,358","111,076.41","110,937.70",0.97,"112,951.78"
OK,01,"4,041","52,639.58",65,756,"3,169",0,248,96,125,10,"3,586",171,"1,981",0.9,2.4,"3,195",38,24,"1,372",1,3,"2,665","3,828",12,201,0,"1,540","128,930.62","128,226.07",0.99,"129,347.98"
OK,02,"6,412","46,929.74",198,"1,034","5,113",0,"1,005",35,87,25,"5,334",179,"3,275",0.9,2.4,"5,018",39,83,167,1,3,"6,241","5,826",107,479,0,"1,495","97,316.77","96,917.97",0.97,"100,125.40"
OK,03,"4,246","50,674.60",92,779,"3,312",0,176,17,55,7,"4,012",296,"2,152",0.9,2.4,"3,296",37,44,210,0,0,"4,036","3,753",226,267,0,"1,507","100,568.47","99,793.76",0.98,"102,011.53"
OK,04,"2,581","50,449.18",53,397,"2,096",0,129,6,35,9,"2,409",128,"1,298",0.9,2.3,"2,054",37,13,116,1,1,"2,463","2,451",41,89,0,"1,511","104,778.60","104,199.69",0.99,"106,230.94"
OK,05,"1,104","49,282.75",34,232,829,0,68,5,20,2,"1,015",30,502,0.9,2.2,870,38,11,71,0,0,"1,033","1,075",11,18,0,"1,477","103,602.99","103,240.03",0.98,"105,624.47"
OK,07,1,"36,414.00",0,0,1,0,0,0,0,0,1,0,0,0,0,1,,0,0,0,0,1,1,0,0,0,"1,024","78,540.00","78,540.00",1.02,"77,000.00"
OR,01,"2,808","62,070.12",49,418,"2,309",0,14,24,19,15,"2,739",226,"1,521",0.9,2.5,"2,341",39,11,419,43,1,"2,345","2,591",128,89,0,"1,396","189,102.89","188,183.58",0.98,"185,717.46"
OR,02,"6,052","50,879.87",240,"1,277","4,475",0,101,47,15,27,"5,869",760,"3,032",0.8,2.3,"5,144",39,70,283,74,2,"5,693","5,552",175,325,2,"1,352","138,194.75","137,569.69",0.98,"137,401.36"
OR,03,756,"65,761.26",3,82,667,0,4,6,2,4,742,24,414,1,2.6,626,38,2,149,9,1,597,688,64,4,0,"1,475","211,369.36","211,285.51",0.98,"205,568.84"
OR,04,"3,802","53,793.85",86,603,"3,092",0,44,25,11,12,"3,726",148,"1,971",0.9,2.5,"3,253",39,50,98,2,0,"3,702","3,675",20,107,0,"1,326","153,193.62","152,873.14",0.98,"151,455.28"
OR,05,"2,657","58,869.18",49,338,"2,249",0,16,18,12,16,"2,610",243,"1,456",1,2.6,"2,235",39,13,322,16,0,"2,319","2,501",86,70,5,"1,387","178,646.32","178,079.23",0.97,"176,764.43"
PA,01,2,"85,740.00",0,0,2,0,0,0,0,0,2,0,2,2,4,1,35,0,0,0,0,2,2,0,0,0,"2,886","211,981.50","211,981.50",1.01,"209,792.50"
PA,02,1,"84,742.00",0,0,1,0,0,0,1,0,0,0,1,0,2,1,35,0,0,0,0,1,1,0,0,0,"1,134","257,142.00","257,142.00",1.02,"252,000.00"
PA,03,"1,560","51,655.49",51,365,"1,129",0,1,2,8,1,"1,548",7,680,0.8,2.2,"1,338",37,8,24,5,0,"1,531","1,438",36,86,0,"1,399","101,787.43","101,350.70",0.99,"102,357.24"
PA,04,"3,872","60,529.49",77,979,"2,793",0,5,22,53,5,"3,793",113,"1,500",0.7,2.3,"3,303",36,9,591,162,0,"3,119","3,011",819,42,0,"1,425","150,011.28","149,651.57",0.99,"149,920.83"
PA,05,"3,604","49,498.52",192,"1,148","2,232",0,3,7,14,2,"3,585",28,"1,417",0.7,2.1,"3,176",36,40,57,4,1,"3,542","3,337",54,213,0,"1,461","97,806.96","97,448.58",0.98,"99,560.43"
PA,06,"1,982","64,243.95",24,439,"1,499",0,3,14,45,0,"1,925",53,800,0.8,2.3,"1,634",37,3,298,69,0,"1,615","1,239",714,29,0,"1,495","166,270.65","165,467.15",0.99,"164,933.57"
PA,07,553,"66,794.51",3,106,434,0,1,0,6,1,545,20,256,0.8,2.4,455,37,1,74,31,0,448,437,103,13,0,"1,564","187,641.00","186,135.05",0.99,"187,702.12"
PA,08,"1,103","70,968.63",10,178,896,0,1,13,14,1,"1,075",42,530,0.7,2.3,929,37,3,227,67,0,809,531,545,27,0,"1,553","197,966.10","196,233.66",0.99,"197,177.64"
PA,09,"4,362","51,440.54",199,"1,191","2,948",0,7,5,50,4,"4,307",72,"1,739",0.7,2.2,"3,810",37,27,146,6,0,"4,210","3,969",248,145,0,"1,438","113,839.52","113,534.07",0.99,"114,056.63"
PA,10,"2,915","52,505.80",78,783,"1,968",0,4,7,40,3,"2,861",74,"1,186",0.7,2.2,"2,550",37,28,318,9,0,"2,588","2,556",70,289,0,"1,433","113,158.25","111,757.64",0.98,"115,318.43"
PA,11,"2,541","55,442.90",97,645,"1,756",0,4,4,21,1,"2,515",43,953,0.7,2.2,"2,215",36,17,168,17,0,"2,356","2,187",225,129,0,"1,434","121,884.81","120,868.48",0.98,"123,527.22"
PA,12,"1,920","50,968.43",85,489,"1,335",0,2,2,15,0,"1,901",10,715,0.7,2.1,"1,688",37,11,17,3,0,"1,900","1,839",29,52,0,"1,365","96,795.19","96,556.40",0.99,"97,376.20"
PA,13,5,"62,653.00",0,0,5,0,0,0,0,0,5,0,1,0,1,3,38,0,0,3,0,2,1,4,0,0,"1,557","169,828.80","169,828.80",0.92,"183,400.00"
PA,14,13,"39,744.92",1,4,7,0,0,0,0,0,13,0,4,0.3,1.5,10,42,1,0,0,0,13,10,0,3,0,"1,288","85,338.83","80,658.92",0.99,"85,591.67"
PA,15,"1,644","61,058.29",16,360,"1,254",0,1,12,27,2,"1,604",57,645,0.8,2.3,"1,354",37,1,134,105,0,"1,405","1,147",470,27,0,"1,502","160,296.38","159,640.41",0.99,"160,834.74"
PA,16,"3,300","61,234.66",57,826,"2,342",0,4,20,50,6,"3,227",142,"1,574",0.8,2.4,"2,761",36,10,431,41,0,"2,828","2,223",960,117,0,"1,424","160,758.39","159,028.34",0.99,"160,432.50"
PA,17,"1,825","54,875.72",64,419,"1,282",0,1,10,71,2,"1,730",83,675,0.7,2.1,"1,561",38,16,256,4,0,"1,565","1,352",318,155,0,"1,466","112,817.32","111,502.56",0.98,"113,727.76"
PA,18,"1,693","51,737.98",72,421,"1,193",0,1,2,9,0,"1,681",13,580,0.7,2.1,"1,466",38,6,31,3,0,"1,659","1,625",53,15,0,"1,348","107,505.80","107,396.53",0.99,"108,789.74"
PR,01,1,"44,628.00",0,0,1,0,0,0,0,0,1,1,0,0,1,1,35,0,0,0,0,1,1,0,0,0,"1,461","177,582.00","177,582.00",0.93,"190,000.00"
PR,02,2,"28,884.00",0,1,1,0,0,0,0,0,2,2,0,0,1,2,56,0,0,1,0,1,1,1,0,0,805,"87,385.50","87,385.50",0.99,"87,500.00"
PR,05,1,"20,100.00",0,0,1,1,0,0,0,0,1,1,1,1,3,1,40,0,0,0,0,1,1,0,0,0,"1,044","93,150.00","93,150.00",1.01,"92,000.00"
PR,98,"21,612","34,525.67",58,"1,316","19,565",0,49,104,330,5,"20,404","21,198","7,225",0.7,2,"19,128",40,96,"2,596",510,7,"18,499","19,008",686,"1,918",21,"1,078","113,594.67","112,100.70",0.95,"119,474.88"
PR,,"3,401","34,659.21",11,128,"2,882",0,7,77,18,0,"3,004","3,244","1,296",0.6,1.9,"2,751",41,6,184,137,1,"3,079","2,387",180,834,0,"1,061","112,119.73","107,055.22",0.95,"118,414.19"
